Tanggal,Wilayah,Seri,Penjualan Harian (Unit),Sumber
2024-01-13,Middle East & Africa,Xiaomi Flagship,2640,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-13,Asia,POCO,27307,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-13,Europe,POCO,11300,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-13,Latin America,POCO,4708,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-13,Middle East & Africa,POCO,3767,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-13,Asia,Black Shark,4339,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-13,Europe,Black Shark,1795,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-13,Latin America,Black Shark,748,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-13,Middle East & Africa,Black Shark,598,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-13,Asia,Other,16589,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-13,Europe,Other,6864,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-13,Latin America,Other,2860,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-13,Middle East & Africa,Other,2288,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Asia,Redmi,165743,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Europe,Redmi,68583,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Latin America,Redmi,28576,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Middle East & Africa,Redmi,22861,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Asia,Xiaomi Flagship,19545,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Europe,Xiaomi Flagship,8088,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Latin America,Xiaomi Flagship,3370,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Middle East & Africa,Xiaomi Flagship,2696,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Asia,POCO,27884,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Europe,POCO,11538,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Latin America,POCO,4808,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Middle East & Africa,POCO,3846,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Asia,Black Shark,4430,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Europe,Black Shark,1833,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Latin America,Black Shark,764,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Middle East & Africa,Black Shark,611,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Asia,Other,16939,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Europe,Other,7009,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Latin America,Other,2921,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-14,Middle East & Africa,Other,2336,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Asia,Redmi,159439,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Europe,Redmi,65975,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Latin America,Redmi,27489,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Middle East & Africa,Redmi,21992,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Asia,Xiaomi Flagship,18802,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Europe,Xiaomi Flagship,7780,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Latin America,Xiaomi Flagship,3242,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Middle East & Africa,Xiaomi Flagship,2593,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Asia,POCO,26824,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Europe,POCO,11099,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Latin America,POCO,4625,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Middle East & Africa,POCO,3700,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Asia,Black Shark,4262,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Europe,Black Shark,1763,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Latin America,Black Shark,735,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Middle East & Africa,Black Shark,588,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Asia,Other,16295,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Europe,Other,6743,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Latin America,Other,2809,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-15,Middle East & Africa,Other,2248,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Asia,Redmi,156223,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Europe,Redmi,64644,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Latin America,Redmi,26935,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Middle East & Africa,Redmi,21548,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Asia,Xiaomi Flagship,18422,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Europe,Xiaomi Flagship,7623,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Latin America,Xiaomi Flagship,3176,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Middle East & Africa,Xiaomi Flagship,2541,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Asia,POCO,26283,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Europe,POCO,10876,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Latin America,POCO,4532,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Middle East & Africa,POCO,3625,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Asia,Black Shark,4176,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Europe,Black Shark,1728,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Latin America,Black Shark,720,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Middle East & Africa,Black Shark,576,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Asia,Other,15966,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Europe,Other,6607,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Latin America,Other,2753,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-16,Middle East & Africa,Other,2202,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Asia,Redmi,167602,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Europe,Redmi,69353,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Latin America,Redmi,28897,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Middle East & Africa,Redmi,23118,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Asia,Xiaomi Flagship,19764,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Europe,Xiaomi Flagship,8178,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Latin America,Xiaomi Flagship,3408,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Middle East & Africa,Xiaomi Flagship,2726,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Asia,POCO,28197,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Europe,POCO,11668,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Latin America,POCO,4862,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Middle East & Africa,POCO,3889,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Asia,Black Shark,4480,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Europe,Black Shark,1854,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Latin America,Black Shark,772,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Middle East & Africa,Black Shark,618,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Asia,Other,17129,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Europe,Other,7088,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Latin America,Other,2953,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-17,Middle East & Africa,Other,2363,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Asia,Redmi,138916,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Europe,Redmi,57483,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Latin America,Redmi,23951,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Middle East & Africa,Redmi,19161,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Asia,Xiaomi Flagship,16382,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Europe,Xiaomi Flagship,6779,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Latin America,Xiaomi Flagship,2824,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Middle East & Africa,Xiaomi Flagship,2260,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Asia,POCO,23371,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Europe,POCO,9671,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Latin America,POCO,4030,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Middle East & Africa,POCO,3224,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Asia,Black Shark,3713,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Europe,Black Shark,1536,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Latin America,Black Shark,640,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Middle East & Africa,Black Shark,512,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Asia,Other,14197,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Europe,Other,5875,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Latin America,Other,2448,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-18,Middle East & Africa,Other,1958,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Asia,Redmi,143904,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Europe,Redmi,59546,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Latin America,Redmi,24811,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Middle East & Africa,Redmi,19849,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Asia,Xiaomi Flagship,16970,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Europe,Xiaomi Flagship,7022,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Latin America,Xiaomi Flagship,2926,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Middle East & Africa,Xiaomi Flagship,2341,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Asia,POCO,24210,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Europe,POCO,10018,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Latin America,POCO,4174,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Middle East & Africa,POCO,3339,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Asia,Black Shark,3846,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Europe,Black Shark,1592,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Latin America,Black Shark,663,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Middle East & Africa,Black Shark,531,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Asia,Other,14707,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Europe,Other,6086,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Latin America,Other,2536,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-19,Middle East & Africa,Other,2029,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Asia,Redmi,145437,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Europe,Redmi,60181,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Latin America,Redmi,25075,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Middle East & Africa,Redmi,20060,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Asia,Xiaomi Flagship,17151,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Europe,Xiaomi Flagship,7097,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Latin America,Xiaomi Flagship,2957,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Middle East & Africa,Xiaomi Flagship,2366,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Asia,POCO,24468,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Europe,POCO,10125,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Latin America,POCO,4219,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Middle East & Africa,POCO,3375,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Asia,Black Shark,3887,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Europe,Black Shark,1609,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Latin America,Black Shark,670,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Middle East & Africa,Black Shark,536,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Asia,Other,14864,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Europe,Other,6151,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Latin America,Other,2563,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-20,Middle East & Africa,Other,2050,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Asia,Redmi,159615,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Europe,Redmi,66047,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Latin America,Redmi,27520,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Middle East & Africa,Redmi,22016,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Asia,Xiaomi Flagship,18822,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Europe,Xiaomi Flagship,7789,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Latin America,Xiaomi Flagship,3245,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Middle East & Africa,Xiaomi Flagship,2596,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Asia,POCO,26853,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Europe,POCO,11112,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Latin America,POCO,4630,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Middle East & Africa,POCO,3704,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Asia,Black Shark,4266,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Europe,Black Shark,1765,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Latin America,Black Shark,736,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Middle East & Africa,Black Shark,588,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Asia,Other,16313,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Europe,Other,6750,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Latin America,Other,2813,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-21,Middle East & Africa,Other,2250,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Asia,Redmi,156626,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Europe,Redmi,64811,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Latin America,Redmi,27005,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Middle East & Africa,Redmi,21604,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Asia,Xiaomi Flagship,18470,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Europe,Xiaomi Flagship,7643,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Latin America,Xiaomi Flagship,3184,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Middle East & Africa,Xiaomi Flagship,2548,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Asia,POCO,26351,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Europe,POCO,10904,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Latin America,POCO,4543,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Middle East & Africa,POCO,3635,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Asia,Black Shark,4187,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Europe,Black Shark,1732,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Latin America,Black Shark,722,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Middle East & Africa,Black Shark,577,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Asia,Other,16007,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Europe,Other,6624,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Latin America,Other,2760,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-22,Middle East & Africa,Other,2208,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-01-23,Asia,Redmi,151319,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
